Country Name	Country Code	2023 [YR2023] - Access to electricity (% of population) [EG.ELC.ACCS.ZS]	2023 [YR2023] - Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD]	2023 [YR2023] - Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD]	2023 [YR2023] - Age dependency ratio, old (% of working-age population) [SP.POP.DPND.OL]	2023 [YR2023] - Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]	2023 [YR2023] - Agricultural land (% of land area) [AG.LND.AGRI.ZS]	2023 [YR2023] - Agricultural land (sq. km) [AG.LND.AGRI.K2]	2023 [YR2023] - Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]	2023 [YR2023] - Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS]	2023 [YR2023] - Armed forces personnel, total [MS.MIL.TOTL.P1]	2023 [YR2023] - Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]	2023 [YR2023] - Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS]	2023 [YR2023] - Compulsory education, duration (years) [SE.COM.DURS]	2023 [YR2023] - Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot]	2023 [YR2023] - Crop production index (2014-2016 = 100) [AG.PRD.CROP.XD]	2023 [YR2023] - Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS]	2023 [YR2023] - Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD]	2023 [YR2023] - Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]	2023 [YR2023] - Ease of doing business rank (1=most business-friendly regulations) [IC.BUS.EASE.XQ]	2023 [YR2023] - Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC]	2023 [YR2023] - Electricity production from coal sources (% of total) [EG.ELC.COAL.ZS]	2023 [YR2023] - Electricity production from hydroelectric sources (% of total) [EG.ELC.HYRO.ZS]	2023 [YR2023] - Electricity production from nuclear sources (% of total) [EG.ELC.NUCL.ZS]	2023 [YR2023] - Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]	2023 [YR2023] - Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE]	2023 [YR2023] - Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP) [EG.USE.COMM.GD.PP.KD]	2023 [YR2023] - Expense (% of GDP) [GC.XPN.TOTL.GD.ZS]	2023 [YR2023] - Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]	2023 [YR2023] - Fertilizer consumption (kilograms per hectare of arable land) [AG.CON.FERT.ZS]	2023 [YR2023] - Gini index [SI.POV.GINI]	2023 [YR2023] - Government Effectiveness: Estimate [GE.EST]	2023 [YR2023] - Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24) [SH.HIV.INCD.YG.P3]	2023 [YR2023] - Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49) [SH.HIV.INCD.ZS]	2023 [YR2023] - Incidence of HIV, all (per 1,000 uninfected population) [SH.HIV.INCD.TL.P3]	2023 [YR2023] - Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]	2023 [YR2023] - Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]	2023 [YR2023] - Income share held by highest 10% [SI.DST.10TH.10]	2023 [YR2023] - Income share held by lowest 10% [SI.DST.FRST.10]	2023 [YR2023] - Individuals using the Internet (% of population) [IT.NET.USER.ZS]	2023 [YR2023] - Individuals using the Internet, female (% of female population) [IT.NET.USER.FE.ZS]	2023 [YR2023] - Individuals using the Internet, male (% of male population) [IT.NET.USER.MA.ZS]	2023 [YR2023] - Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]	2023 [YR2023] - Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]	2023 [YR2023] - Labor force, total [SL.TLF.TOTL.IN]	2023 [YR2023] - Life expectancy at birth, total (years) [SP.DYN.LE00.IN]	2023 [YR2023] - Livestock production index (2014-2016 = 100) [AG.PRD.LVSK.XD]	2023 [YR2023] - Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]	2023 [YR2023] - Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS]	2023 [YR2023] - New businesses registered (number) [IC.BUS.NREG]	2023 [YR2023] - Number of infant deaths [SH.DTH.IMRT]	2023 [YR2023] - Number of neonatal deaths [SH.DTH.NMRT]	2023 [YR2023] - Number of maternal deaths [SH.MMR.DTHS]	2023 [YR2023] - People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS]	2023 [YR2023] - Physicians (per 1,000 people) [SH.MED.PHYS.ZS]	2023 [YR2023] - PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) [EN.ATM.PM25.MC.M3]	2023 [YR2023] - PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) [EN.ATM.PM25.MC.ZS]	2023 [YR2023] - Population growth (annual %) [SP.POP.GROW]	2023 [YR2023] - Population density (people per sq. km of land area) [EN.POP.DNST]	2023 [YR2023] - Population ages 65 and above, total [SP.POP.65UP.TO]	2023 [YR2023] - Population ages 15-64, total [SP.POP.1564.TO]	2023 [YR2023] - Population ages 15-64, male [SP.POP.1564.MA.IN]	2023 [YR2023] - Population ages 15-64, female [SP.POP.1564.FE.IN]	2023 [YR2023] - Population ages 0-14, total [SP.POP.0014.TO]	2023 [YR2023] - Population ages 0-14, male [SP.POP.0014.MA.IN]	2023 [YR2023] - Population ages 0-14, female [SP.POP.0014.FE.IN]	2023 [YR2023] - Population ages 65 and above, male [SP.POP.65UP.MA.IN]	2023 [YR2023] - Population ages 65 and above, female [SP.POP.65UP.FE.IN]	2023 [YR2023] - Population in largest city [EN.URB.LCTY]	2023 [YR2023] - Population, total [SP.POP.TOTL]	2023 [YR2023] - Population, male [SP.POP.TOTL.MA.IN]	2023 [YR2023] - Population, female [SP.POP.TOTL.FE.IN]	2023 [YR2023] - Pupil-teacher ratio, primary [SE.PRM.ENRL.TC.ZS]	2023 [YR2023] - Pupil-teacher ratio, secondary [SE.SEC.ENRL.TC.ZS]	2023 [YR2023] - Pupil-teacher ratio, tertiary [SE.TER.ENRL.TC.ZS]	2023 [YR2023] - Rail lines (total route-km) [IS.RRS.TOTL.KM]	2023 [YR2023] - Railways, passengers carried (million passenger-km) [IS.RRS.PASG.KM]	2023 [YR2023] - Railways, goods transported (million ton-km) [IS.RRS.GOOD.MT.K6]	2023 [YR2023] - Rural population [SP.RUR.TOTL]	2023 [YR2023] - Surface area (sq. km) [AG.SRF.TOTL.K2]	2023 [YR2023] - Urban population [SP.URB.TOTL]
"Bahamas, The"	BHS	..	..	..	12.8539983357045	25.5989450514053	..	..	0.448443003103532	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.270353257656097	..	..	..	..	..	..	..	..	..	..	3.05291578969743	48.0177502579979	242250	..	..	..	..	..	..	..	..	..	..	..	..	0.641620859891635	..	38308	298024	142219	155805	76291	38542	37750	16102	22206	..	412623	196863	215761	..	..	..	..	..	..	67567	..	345056
Bahrain	BHR	..	..	..	5.29356860698124	26.1307688564692	..	..	0.268881409017376	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.697198748588562	..	..	..	..	..	..	..	100	100	100	0.0746206782192256	21.7807532085196	855301	..	..	..	..	..	..	..	..	..	..	..	..	0.897717864437942	..	59834	1130315	735871	394444	295360	150564	144796	32184	27650	708882	1485509	918619	566890	..	..	..	..	..	..	150497	..	1335012
Bangladesh	BGD	..	..	..	9.18687864780083	37.4288150686686	..	..	11.0036900209598	..	..	..	..	5	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.697334110736847	..	..	..	..	..	..	..	44.5027	37.3212	51.6665	9.8835030377921	32.4296871441735	74913612	..	..	..	..	..	..	..	..	..	..	..	..	1.02746498713519	..	10837246	117964397	58052390	59912008	44152676	22520079	21632597	5099765	5737481	23209616	172954319	85672234	87282086	..	..	..	..	..	..	102954517	..	69999802
Barbados	BRB	..	..	..	25.2606511350378	24.9734953623544	..	..	1.39159434035521	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.380443245172501	..	..	..	..	..	..	..	..	..	..	9.79207077126447	49.6061048604398	145851	..	..	..	..	..	..	..	..	..	..	..	..	0.127743395119193	..	47415	187703	90963	96741	46876	23836	23040	20487	26929	..	281995	135285	146710	..	..	..	..	..	..	193378	..	88617
Belarus	BLR	..	..	..	26.8697980563548	25.3145602275164	..	..	7.25038327110143	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.991465747356415	..	..	..	..	..	..	..	91.5125	92.1169	90.6503	5.0005990309131	50.3109773334095	4956149	..	..	..	..	..	..	..	..	..	..	..	..	-0.540824986374776	..	1620528	6031039	2891390	3139650	1526731	780373	746358	551335	1069193	2057257	9178298	4223098	4955200	..	..	..	..	..	..	1768566	..	7409732
Belgium	BEL	..	..	..	31.6084640201701	25.7053017486741	..	..	0.773834190555173	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.03702199459076	..	..	..	..	..	..	..	94.6263	94.6981	94.554	4.04901077613941	46.8500132639741	5432007	..	..	..	..	..	..	..	..	..	..	..	..	1.16366497533437	..	2375469	7515294	3794121	3721173	1931829	988092	943737	1062329	1313140	2121992	11822592	5844542	5978050	..	..	..	..	..	..	214107	..	11608485
Belize	BLZ	..	..	..	7.77220384949672	40.3883397106927	..	..	9.00502818832851	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.376311779022217	..	..	..	..	..	..	..	..	..	..	4.38984017487675	39.5103754524792	190064	..	..	..	..	..	..	..	..	..	..	..	..	1.36088864482137	..	21551	277283	138658	138626	111990	57300	54690	10503	11049	..	410825	206461	204364	..	..	..	..	..	..	219348	..	191477
Benin	BEN	..	..	..	5.61132157984381	77.3311856139444	..	..	25.4020258817765	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.218984127044678	..	..	..	..	..	..	..	..	..	..	2.73102465280233	45.5067936898284	4964239	..	..	..	..	..	..	..	..	..	..	..	..	2.66008514236957	..	420608	7495703	3745744	3749960	5796516	2936895	2859622	188081	232528	1252890	13712828	6870720	6842109	..	..	..	..	..	..	6842701	..	6870127
Bermuda	BMU	..	..	..	32.9462102689487	22.2836185819071	..	..	..	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.20168173313141	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.166818835702156	..	13475	40900	20275	20625	9114	4655	4459	5655	7820	..	63489	30585	32904	..	..	..	..	..	..	0	..	63489
Bhutan	BTN	..	..	..	8.84691341060157	29.8737036077888	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.566305339336395	..	..	..	..	..	..	..	..	..	..	4.22934419929261	43.4198763316695	429536	..	..	..	..	..	..	..	..	..	..	..	..	0.63304453326495	..	50218	567633	304184	263449	169573	87292	82281	24720	25498	..	787424	416196	371228	..	..	..	..	..	..	438201	..	349223
Bolivia	BOL	..	..	..	7.54718889758508	47.1680167406426	..	..	12.5340061901221	..	..	..	..	14	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.639481067657471	..	..	..	..	..	..	..	..	..	..	2.57688800489192	42.4419196107159	6114198	..	..	..	..	..	..	..	..	..	..	..	..	1.336412296715	..	604329	8007339	4023659	3983680	3776903	1922993	1853909	259430	344899	1935619	12388571	6206083	6182488	..	..	..	..	..	..	3569643	..	8818928
Bosnia and Herzegovina	BIH	..	..	..	28.0029737969215	22.1291637832682	..	..	4.34484811335802	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.967812538146973	..	..	..	..	..	..	..	83.3772	83.0098	83.7166	..	41.4499681418826	1368568	..	..	..	..	..	..	..	..	..	..	..	..	-0.70384174302478	..	598894	2138680	1079526	1059154	473272	242419	230854	258415	340479	345549	3210847	1580360	1630487	..	..	..	..	..	..	1596786	..	1614061
Botswana	BWA	..	..	..	5.88449611633649	50.3233807461609	..	..	1.58128736084155	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.430828422307968	..	..	..	..	..	..	..	..	..	..	5.0676154934383	47.4929487447869	1170359	..	..	..	..	..	..	..	..	..	..	..	..	1.69845730907796	..	100783	1712687	844652	868035	861882	436460	425422	40550	60233	..	2675352	1321662	1353690	..	..	..	..	..	..	725903	..	1949449
Brazil	BRA	..	..	..	14.6341417066031	28.6641161295238	..	..	6.24138467625666	..	..	..	..	14	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.546764314174652	..	..	..	..	..	..	..	84.1506	85.6558	82.5526	4.59356282283204	43.4900419143473	108695239	..	..	..	..	..	..	..	..	..	..	..	..	0.513716985680443	..	22101851	151029363	74709454	76319909	43291232	22078349	21212882	9453312	12648539	22619736	216422446	106241115	110181331	..	..	..	..	..	..	26429509	..	189992937
British Virgin Islands	VGB	..	..	..	13.8300096157866	18.0233287344789	..	..	..	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.741533878612142	..	3308	23919	11475	12443	4311	2200	2110	1522	1786	..	31538	15197	16340	..	..	..	..	..	..	15848	..	15690
Brunei Darussalam	BRN	..	..	..	9.14258411553459	30.3509502011375	..	..	1.1949455323434	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.4017870426178	..	..	..	..	..	..	..	..	..	..	0.35706431153689	41.6632279475676	227798	..	..	..	..	..	..	..	..	..	..	..	..	0.781345833219508	..	29659	324405	168901	155504	98460	51067	47393	13926	15733	..	452524	233894	218629	..	..	..	..	..	..	94356	..	358168
Bulgaria	BGR	..	..	..	35.000119576183	21.9221212522018	..	..	3.03194652739857	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.047112051397562	..	..	..	..	..	..	..	80.3896	79.7595	81.0422	9.44284140088564	46.4396663999147	3102757	..	..	..	..	..	..	..	..	..	..	..	..	-0.538593661595979	..	1434237	4097806	2084784	2013022	898326	461916	436410	571708	862529	1288114	6430370	3118409	3311961	..	..	..	..	..	..	1498212	..	4932158
